person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
24,35123,RENT,,DEBTCONSOLIDATION,F,10449,10.85,0.297,N,11,0
31,42881,MORTGAGE,7.2,VENTURE,C,25310,7.6,0.59,N,15,1
29,38113,RENT,7.1,VENTURE,B,22090,8.54,0.58,Y,18,0
59,47680,MORTGAGE,16.9,VENTURE,D,29403,14.6,0.617,Y,6,1
38,18450,MORTGAGE,18.2,PERSONAL,B,31824,9.08,1.725,N,24,1
32,52554,MORTGAGE,4.2,DEBTCONSOLIDATION,A,24233,12.88,0.461,N,6,0
30,121822,MORTGAGE,5.7,DEBTCONSOLIDATION,D,34663,11.42,0.285,N,14,0
24,20867,RENT,10.6,EDUCATION,C,4105,14.15,0.197,N,3,1
25,77858,RENT,6.0,MEDICAL,E,12802,10.29,0.164,N,10,0
28,83222,RENT,11.6,DEBTCONSOLIDATION,C,29380,12.11,0.353,Y,24,0
49,120808,RENT,4.8,PERSONAL,C,5713,12.19,0.047,N,22,0
54,35020,RENT,6.6,MEDICAL,E,12561,12.55,0.359,N,28,0
35,29826,RENT,5.2,PERSONAL,B,13709,15.32,0.46,N,3,0
50,161961,MORTGAGE,1.7,DEBTCONSOLIDATION,B,34678,11.04,0.214,N,3,0
55,39306,RENT,9.5,MEDICAL,A,10574,9.68,0.269,Y,2,0
22,33220,RENT,5.3,EDUCATION,G,25932,10.3,0.781,N,18,1
24,22043,MORTGAGE,11.2,EDUCATION,C,22796,11.08,1.034,N,7,0
36,64133,RENT,5.7,DEBTCONSOLIDATION,D,3399,12.9,0.053,N,25,0
55,15104,MORTGAGE,11.2,VENTURE,A,7864,8.11,0.521,N,10,0
55,60166,RENT,,DEBTCONSOLIDATION,C,13028,8.88,0.217,N,29,0
28,82105,RENT,6.2,PERSONAL,D,2371,,0.029,N,7,1
36,57222,RENT,8.6,PERSONAL,E,14748,16.09,0.258,N,23,0
61,35304,RENT,8.1,EDUCATION,D,15767,15.78,0.447,N,24,0
51,39120,RENT,7.0,VENTURE,B,18895,14.32,0.483,N,14,0
64,44359,OWN,8.6,MEDICAL,C,3570,16.07,0.08,N,18,1
48,34521,RENT,3.7,EDUCATION,A,20947,8.65,0.607,N,22,0
33,32472,MORTGAGE,,PERSONAL,A,23608,8.29,0.727,N,3,1
45,61607,RENT,10.5,HOMEIMPROVEMENT,A,26019,11.5,0.422,N,14,1
23,62541,RENT,5.1,DEBTCONSOLIDATION,C,12907,12.2,0.206,N,5,0
54,42457,RENT,13.1,VENTURE,C,9444,9.24,0.222,N,25,0
34,81080,RENT,6.5,EDUCATION,B,31086,13.61,0.383,N,22,1
25,32890,MORTGAGE,4.2,DEBTCONSOLIDATION,C,4617,12.19,0.14,Y,3,1
42,36315,RENT,11.7,MEDICAL,A,24593,,0.677,N,6,1
41,53185,RENT,8.6,DEBTCONSOLIDATION,C,17135,17.05,0.322,N,5,0
38,43551,RENT,6.5,EDUCATION,E,7416,12.53,0.17,N,11,0
38,19569,RENT,22.8,DEBTCONSOLIDATION,B,21406,5.0,1.094,N,13,1
58,33221,RENT,12.9,MEDICAL,A,12655,10.75,0.381,N,11,0
50,46198,RENT,14.2,MEDICAL,D,30727,11.61,0.665,N,27,1
48,49217,OWN,,HOMEIMPROVEMENT,E,31742,,0.645,N,19,0
48,67150,MORTGAGE,11.6,MEDICAL,B,23564,,0.351,N,10,1
39,134444,MORTGAGE,1.5,PERSONAL,F,15673,10.89,0.117,N,2,0
39,93024,MORTGAGE,,HOMEIMPROVEMENT,A,4612,11.26,0.05,Y,8,0
32,35529,RENT,4.6,VENTURE,C,9182,10.73,0.258,N,27,1
25,48947,RENT,4.6,PERSONAL,F,20999,12.96,0.429,N,10,1
59,126167,RENT,11.9,VENTURE,A,33533,13.91,0.266,Y,27,0
25,38735,RENT,1.6,PERSONAL,C,12046,8.48,0.311,N,4,1
42,68738,MORTGAGE,3.3,EDUCATION,C,26039,11.87,0.379,N,25,0
62,26222,RENT,0.4,EDUCATION,C,22254,5.0,0.849,N,15,0
34,90950,RENT,4.6,PERSONAL,C,10996,15.51,0.121,N,5,0
27,28151,RENT,7.3,EDUCATION,D,12324,13.05,0.438,N,3,0
45,66354,RENT,5.3,EDUCATION,C,30828,14.0,0.465,N,8,0
48,100059,MORTGAGE,8.9,DEBTCONSOLIDATION,B,21160,10.55,0.211,N,10,1
40,55022,OWN,5.8,DEBTCONSOLIDATION,C,8708,13.39,0.158,N,15,0
47,36308,RENT,6.7,EDUCATION,C,29838,,0.822,N,7,1
31,35853,RENT,5.3,PERSONAL,A,4321,14.08,0.121,N,18,0
57,45480,RENT,5.9,HOMEIMPROVEMENT,A,21669,,0.476,N,6,1
47,46548,MORTGAGE,0.5,DEBTCONSOLIDATION,A,16729,12.26,0.359,N,29,1
53,40269,MORTGAGE,5.1,MEDICAL,A,28434,7.22,0.706,Y,26,1
41,54861,RENT,9.5,PERSONAL,B,19698,10.5,0.359,N,27,0
27,87213,RENT,2.9,EDUCATION,D,25070,8.53,0.287,N,21,1
49,51726,MORTGAGE,,HOMEIMPROVEMENT,A,14231,8.67,0.275,Y,21,0
32,47569,OWN,0.7,VENTURE,A,11505,17.7,0.242,N,22,0
29,43263,RENT,1.0,VENTURE,C,18370,,0.425,N,20,1
53,77934,MORTGAGE,2.1,HOMEIMPROVEMENT,B,17350,14.46,0.223,N,12,0
58,74303,RENT,2.4,MEDICAL,B,13227,7.95,0.178,Y,19,0
59,111460,MORTGAGE,4.1,MEDICAL,C,16168,11.36,0.145,N,16,0
57,56673,MORTGAGE,2.5,MEDICAL,D,21569,6.96,0.381,N,23,0
31,71308,RENT,4.2,PERSONAL,C,6274,10.15,0.088,N,7,0
39,34389,RENT,7.1,VENTURE,A,27931,,0.812,N,10,1
58,33940,RENT,6.1,PERSONAL,B,28876,13.78,0.851,N,13,1
42,37032,MORTGAGE,6.1,PERSONAL,C,11079,13.34,0.299,N,19,1
62,45496,RENT,14.6,HOMEIMPROVEMENT,B,3832,6.09,0.084,N,9,0
35,32560,RENT,0.4,EDUCATION,B,32519,13.6,0.999,N,26,0
63,37780,RENT,6.6,DEBTCONSOLIDATION,A,27147,12.07,0.719,N,27,0
35,48111,RENT,2.9,VENTURE,B,2040,8.8,0.042,N,3,0
61,60475,RENT,10.9,EDUCATION,A,12764,8.53,0.211,N,11,1
61,85674,RENT,1.4,MEDICAL,A,7593,12.07,0.089,Y,13,0
52,80026,MORTGAGE,2.8,DEBTCONSOLIDATION,E,19328,14.89,0.242,N,17,0
30,96485,RENT,2.9,HOMEIMPROVEMENT,E,21408,8.18,0.222,N,17,0
54,95625,RENT,,MEDICAL,A,4336,13.75,0.045,N,19,1
38,41166,OTHER,0.2,PERSONAL,A,31269,5.0,0.76,Y,15,0
46,25864,MORTGAGE,,EDUCATION,A,6811,7.7,0.263,N,9,0
34,25307,RENT,10.2,MEDICAL,A,12023,11.98,0.475,N,12,1
25,44606,MORTGAGE,3.5,EDUCATION,A,21007,8.34,0.471,N,17,1
38,62649,OTHER,14.4,EDUCATION,A,28713,6.82,0.458,N,9,0
49,54754,MORTGAGE,4.7,MEDICAL,D,33623,9.93,0.614,Y,21,1
26,39994,MORTGAGE,7.2,EDUCATION,A,23322,14.78,0.583,N,28,0
31,71945,RENT,2.8,MEDICAL,B,30225,9.53,0.42,N,26,0
58,112999,MORTGAGE,5.1,DEBTCONSOLIDATION,B,30177,7.8,0.267,Y,24,0
54,56199,RENT,,VENTURE,A,6600,13.25,0.117,Y,7,0
53,87828,RENT,5.9,HOMEIMPROVEMENT,A,13788,5.0,0.157,Y,9,1
34,58924,MORTGAGE,8.8,PERSONAL,A,24109,10.61,0.409,Y,8,1
33,47974,RENT,3.3,HOMEIMPROVEMENT,A,1241,12.23,0.026,N,29,0
35,32335,MORTGAGE,21.5,MEDICAL,F,1283,11.44,0.04,Y,16,1
43,35096,MORTGAGE,2.9,EDUCATION,A,27120,7.9,0.773,N,12,1
64,46569,RENT,5.5,MEDICAL,B,6670,12.62,0.143,N,25,1
46,89828,MORTGAGE,11.0,DEBTCONSOLIDATION,C,1304,10.35,0.015,Y,8,0
24,200230,MORTGAGE,16.4,EDUCATION,A,33232,14.49,0.166,N,16,0
27,72287,RENT,1.1,EDUCATION,D,9019,8.2,0.125,N,9,0
33,30690,RENT,9.6,VENTURE,A,9845,9.73,0.321,N,3,0
38,53901,MORTGAGE,3.9,VENTURE,C,1578,11.66,0.029,N,3,0
39,18281,MORTGAGE,0.5,HOMEIMPROVEMENT,A,30389,7.98,1.662,N,27,1
29,57298,RENT,7.0,HOMEIMPROVEMENT,C,19630,11.21,0.343,N,3,0
63,34022,RENT,,EDUCATION,A,24221,13.33,0.712,N,2,1
57,36960,RENT,6.0,MEDICAL,B,21228,5.0,0.574,N,8,0
21,43987,MORTGAGE,4.8,MEDICAL,A,4569,11.91,0.104,N,22,1
22,79267,OWN,4.0,EDUCATION,C,24414,6.23,0.308,N,11,0
32,28696,MORTGAGE,5.5,MEDICAL,E,25734,14.65,0.897,N,15,0
29,49796,MORTGAGE,9.9,MEDICAL,C,34123,9.69,0.685,N,26,0
45,43827,RENT,3.0,PERSONAL,B,28429,,0.649,N,20,1
42,115114,RENT,4.2,HOMEIMPROVEMENT,B,24083,9.94,0.209,N,19,0
34,32627,RENT,7.0,HOMEIMPROVEMENT,A,2672,,0.082,N,5,0
26,115239,RENT,1.8,EDUCATION,E,29362,12.15,0.255,N,26,0
55,40529,OWN,4.0,MEDICAL,D,12915,9.29,0.319,N,17,0
22,41229,MORTGAGE,2.8,EDUCATION,A,24783,12.55,0.601,N,4,0
46,35137,RENT,6.8,PERSONAL,B,10728,9.79,0.305,N,23,0
21,28290,RENT,2.9,HOMEIMPROVEMENT,A,3448,6.42,0.122,N,7,0
61,47188,MORTGAGE,5.0,MEDICAL,E,25040,,0.531,N,24,1
62,40824,MORTGAGE,3.7,EDUCATION,B,31885,11.27,0.781,N,23,1
54,43998,RENT,0.8,MEDICAL,D,22497,13.84,0.511,N,22,0
34,23102,MORTGAGE,13.1,VENTURE,B,4541,8.15,0.197,N,12,0
38,149625,OWN,9.7,EDUCATION,B,8857,9.56,0.059,Y,23,0
31,54505,MORTGAGE,4.5,PERSONAL,A,1887,12.17,0.035,N,27,0
45,45926,MORTGAGE,,VENTURE,F,34931,10.5,0.761,N,25,1
55,141365,RENT,,PERSONAL,A,24674,8.08,0.175,N,7,0
52,87329,OWN,,PERSONAL,D,14653,8.51,0.168,Y,8,0
39,198759,RENT,2.7,PERSONAL,A,5773,12.67,0.029,N,26,1
32,36461,RENT,5.4,PERSONAL,B,5209,9.36,0.143,N,18,1
34,25281,RENT,3.3,EDUCATION,C,5329,11.79,0.211,N,21,0
38,29039,RENT,,VENTURE,C,6354,7.73,0.219,Y,8,0
56,31545,MORTGAGE,0.8,PERSONAL,E,4399,9.87,0.139,N,9,0
31,52662,OWN,1.5,MEDICAL,B,6886,16.55,0.131,Y,25,1
52,37245,RENT,5.8,DEBTCONSOLIDATION,C,11368,11.48,0.305,N,28,1
55,108260,OWN,,EDUCATION,A,16648,5.0,0.154,N,14,0
49,26691,RENT,1.5,MEDICAL,A,21231,,0.795,N,4,0
57,71579,RENT,5.1,DEBTCONSOLIDATION,C,28837,10.23,0.403,N,17,0
47,58413,OTHER,3.1,MEDICAL,B,8197,11.46,0.14,N,13,0
62,58928,MORTGAGE,5.1,EDUCATION,A,17372,12.6,0.295,N,17,0
24,35191,RENT,7.9,PERSONAL,G,11828,9.14,0.336,N,15,0
40,80518,MORTGAGE,13.6,PERSONAL,D,13714,8.83,0.17,N,13,0
45,63303,RENT,13.1,EDUCATION,C,23811,11.59,0.376,N,2,0
62,64751,RENT,4.1,MEDICAL,A,19901,7.35,0.307,N,27,0
55,48231,MORTGAGE,3.5,EDUCATION,D,7207,9.57,0.149,N,8,0
51,48628,RENT,2.7,HOMEIMPROVEMENT,A,17977,6.28,0.37,N,12,0
62,32047,MORTGAGE,5.4,MEDICAL,F,10348,19.36,0.323,N,18,1
23,54315,OWN,7.0,DEBTCONSOLIDATION,C,8721,6.48,0.161,N,6,1
21,72659,RENT,16.8,EDUCATION,B,25744,13.95,0.354,N,24,1
51,28781,MORTGAGE,5.0,HOMEIMPROVEMENT,E,29605,13.71,1.029,N,7,0
56,45809,RENT,10.4,MEDICAL,A,32795,8.06,0.716,N,22,1
53,67010,RENT,5.4,VENTURE,D,29254,11.39,0.437,N,18,0
62,47706,RENT,8.9,MEDICAL,D,23530,7.43,0.493,N,12,0
45,58593,MORTGAGE,3.1,EDUCATION,E,31142,14.33,0.531,N,10,0
26,54426,MORTGAGE,17.1,MEDICAL,A,1137,21.03,0.021,N,2,0
38,83936,RENT,1.5,PERSONAL,B,4816,11.69,0.057,N,13,0
23,29569,MORTGAGE,,PERSONAL,C,13388,9.84,0.453,N,7,1
33,59306,MORTGAGE,3.6,MEDICAL,A,1931,12.22,0.033,Y,14,1
51,37545,MORTGAGE,4.2,PERSONAL,D,29934,9.87,0.797,N,11,1
27,23294,RENT,0.4,VENTURE,D,27800,13.21,1.193,N,25,1
53,38673,RENT,5.8,EDUCATION,C,26614,10.36,0.688,N,23,0
64,61243,RENT,3.8,PERSONAL,E,7127,6.76,0.116,N,21,0
46,25514,RENT,12.2,MEDICAL,B,1076,14.08,0.042,N,28,0
20,57707,MORTGAGE,3.1,PERSONAL,B,33896,7.39,0.587,Y,11,1
37,61074,MORTGAGE,2.0,DEBTCONSOLIDATION,B,31584,9.33,0.517,N,28,0
51,21089,RENT,10.6,VENTURE,B,14796,6.25,0.702,Y,25,0
30,80461,OTHER,11.2,DEBTCONSOLIDATION,B,8095,9.07,0.101,N,18,0
23,53748,RENT,2.4,PERSONAL,B,14381,11.89,0.268,N,21,0
55,105366,OWN,4.2,PERSONAL,B,10854,,0.103,N,5,0
33,72979,MORTGAGE,5.0,PERSONAL,A,24990,9.53,0.342,N,26,0
48,40086,MORTGAGE,6.2,VENTURE,B,9363,9.98,0.234,N,14,0
63,64133,MORTGAGE,2.7,PERSONAL,C,14813,,0.231,N,3,0
46,13630,MORTGAGE,19.0,VENTURE,B,17129,11.66,1.257,N,21,0
24,20688,RENT,2.9,DEBTCONSOLIDATION,B,1329,7.93,0.064,N,13,0
31,19386,RENT,2.9,VENTURE,F,22196,11.91,1.145,N,4,1
26,47020,RENT,11.5,PERSONAL,B,21033,13.96,0.447,Y,11,1
29,77911,MORTGAGE,6.4,PERSONAL,C,25354,16.52,0.325,N,15,1
36,40986,MORTGAGE,4.8,MEDICAL,B,34120,8.29,0.832,N,25,1
59,126082,MORTGAGE,5.9,VENTURE,B,34335,5.0,0.272,N,12,0
64,37265,RENT,3.0,MEDICAL,A,26867,11.44,0.721,N,18,1
57,45452,RENT,19.4,PERSONAL,D,1704,5.0,0.037,N,9,0
54,192075,OTHER,5.6,HOMEIMPROVEMENT,A,20388,11.84,0.106,N,7,0
52,106593,RENT,4.3,EDUCATION,G,31623,11.2,0.297,N,17,1
58,55492,RENT,4.0,MEDICAL,C,18590,8.43,0.335,N,13,0
64,50296,MORTGAGE,22.8,MEDICAL,B,9766,,0.194,Y,15,0
60,27121,MORTGAGE,4.1,DEBTCONSOLIDATION,B,24027,15.61,0.886,Y,8,1
52,31757,RENT,3.2,EDUCATION,A,1095,16.4,0.034,N,28,1
60,40217,RENT,3.3,MEDICAL,C,6102,9.48,0.152,N,10,0
20,28958,OWN,6.2,HOMEIMPROVEMENT,E,22567,12.92,0.779,N,10,1
59,222323,RENT,8.2,MEDICAL,A,28431,12.87,0.128,N,13,0
58,22739,RENT,,VENTURE,B,22249,10.34,0.978,N,16,1
63,38022,MORTGAGE,16.5,MEDICAL,E,10809,,0.284,N,14,1
62,34639,MORTGAGE,6.7,PERSONAL,A,16561,12.15,0.478,N,8,1
31,37138,MORTGAGE,,HOMEIMPROVEMENT,B,30428,8.41,0.819,Y,4,0
21,23073,MORTGAGE,4.6,MEDICAL,C,32820,10.22,1.422,N,19,1
25,68738,MORTGAGE,8.4,MEDICAL,A,1560,12.42,0.023,Y,2,0
53,48193,RENT,,DEBTCONSOLIDATION,E,32627,,0.677,N,16,0
61,112792,MORTGAGE,,EDUCATION,A,21791,8.3,0.193,Y,6,0
26,43904,RENT,4.4,VENTURE,B,32954,10.33,0.751,N,20,0
32,49226,MORTGAGE,8.3,DEBTCONSOLIDATION,B,29370,10.95,0.597,Y,16,0
44,75666,RENT,3.8,EDUCATION,A,23189,10.17,0.306,N,26,0
54,41389,OWN,12.0,VENTURE,C,8666,10.75,0.209,N,17,0
20,67551,MORTGAGE,6.0,EDUCATION,A,7429,8.65,0.11,Y,18,0
28,60124,RENT,,MEDICAL,D,27578,14.28,0.459,N,22,0
49,41577,MORTGAGE,6.3,PERSONAL,A,3057,11.69,0.074,N,5,0
27,53894,OWN,7.8,EDUCATION,B,7778,7.3,0.144,Y,7,1
43,68292,MORTGAGE,4.2,VENTURE,D,28946,6.59,0.424,N,28,0
35,31930,MORTGAGE,2.9,EDUCATION,D,15618,15.47,0.489,Y,6,1
36,60800,OWN,2.6,HOMEIMPROVEMENT,E,13099,14.14,0.215,N,23,0
44,48802,MORTGAGE,,HOMEIMPROVEMENT,E,33403,14.74,0.684,N,26,0
43,102168,RENT,7.4,EDUCATION,C,20410,10.29,0.2,N,5,1
40,44746,RENT,2.5,VENTURE,A,11520,18.18,0.257,N,23,0
54,40900,RENT,8.3,EDUCATION,B,19373,11.94,0.474,N,16,0
23,24076,MORTGAGE,1.5,DEBTCONSOLIDATION,B,4395,9.76,0.183,N,9,0
24,129622,OWN,9.0,MEDICAL,B,27622,13.52,0.213,N,23,0
28,55664,MORTGAGE,1.1,HOMEIMPROVEMENT,C,27383,8.94,0.492,N,12,0
25,53537,RENT,3.0,HOMEIMPROVEMENT,B,14740,5.0,0.275,N,29,0
31,52784,MORTGAGE,7.5,DEBTCONSOLIDATION,D,6784,7.9,0.129,Y,9,0
46,45089,RENT,,PERSONAL,A,1232,11.53,0.027,N,14,0
33,27074,RENT,7.3,EDUCATION,C,25209,10.89,0.931,N,7,1
29,13894,MORTGAGE,2.9,DEBTCONSOLIDATION,D,18018,12.46,1.297,N,24,1
58,54294,OWN,15.9,VENTURE,C,20290,5.04,0.374,N,12,0
22,46553,RENT,1.6,VENTURE,F,24738,7.82,0.531,N,14,1
49,46387,MORTGAGE,4.8,VENTURE,A,16084,8.8,0.347,N,26,1
35,54177,RENT,6.9,DEBTCONSOLIDATION,B,28083,6.96,0.518,N,22,0
37,35546,RENT,5.9,VENTURE,B,5229,9.62,0.147,N,15,1
29,102580,RENT,4.6,HOMEIMPROVEMENT,A,19191,19.2,0.187,N,14,0
42,35471,OWN,3.8,VENTURE,D,26050,11.46,0.734,N,14,1
52,49111,RENT,1.4,HOMEIMPROVEMENT,B,8602,13.23,0.175,N,21,0
33,45171,RENT,9.2,MEDICAL,E,4399,11.71,0.097,N,23,1
31,53383,MORTGAGE,13.9,EDUCATION,A,11799,13.38,0.221,Y,11,0
54,58632,MORTGAGE,3.7,HOMEIMPROVEMENT,C,12625,11.14,0.215,Y,15,0
60,21555,OTHER,2.2,VENTURE,C,27156,11.9,1.26,N,7,0
46,48233,MORTGAGE,,VENTURE,F,18131,12.28,0.376,N,3,1
57,84608,RENT,7.1,EDUCATION,E,23394,8.69,0.276,N,29,0
37,41980,MORTGAGE,3.4,MEDICAL,G,11283,5.63,0.269,N,21,1
25,38979,OWN,2.3,VENTURE,B,30514,16.98,0.783,Y,13,1
44,74708,RENT,2.1,DEBTCONSOLIDATION,A,25779,9.78,0.345,N,9,0
32,57661,RENT,6.6,MEDICAL,B,6325,14.03,0.11,N,24,0
25,44612,RENT,4.9,EDUCATION,F,9489,12.53,0.213,N,9,1
57,58452,RENT,4.8,EDUCATION,C,27377,8.24,0.468,N,27,1
64,30103,MORTGAGE,5.1,VENTURE,A,21799,8.8,0.724,Y,10,1
27,72494,RENT,5.2,EDUCATION,E,17832,14.73,0.246,N,20,1
36,73792,MORTGAGE,4.5,PERSONAL,A,27777,8.04,0.376,N,26,0
30,46648,RENT,12.8,VENTURE,B,20657,6.78,0.443,N,20,0
50,78533,MORTGAGE,3.8,MEDICAL,A,23191,8.68,0.295,N,6,0
26,50169,RENT,9.0,DEBTCONSOLIDATION,D,22509,8.28,0.449,N,28,1
41,70231,MORTGAGE,1.1,EDUCATION,B,30881,,0.44,N,12,1
53,101099,RENT,7.6,EDUCATION,G,23971,11.99,0.237,Y,11,1
24,59271,RENT,8.7,VENTURE,A,32647,11.12,0.551,N,20,1
34,72869,RENT,11.3,PERSONAL,D,11216,14.71,0.154,N,5,0
32,37714,MORTGAGE,,EDUCATION,E,23304,13.61,0.618,N,27,0
57,44960,RENT,5.1,PERSONAL,B,25023,7.59,0.557,Y,22,0
57,25183,MORTGAGE,15.1,EDUCATION,D,34152,13.76,1.356,N,22,1
23,48047,RENT,7.2,DEBTCONSOLIDATION,A,17755,9.52,0.37,N,20,0
47,90641,OWN,5.4,DEBTCONSOLIDATION,E,24373,6.44,0.269,N,7,1
31,64384,RENT,7.5,VENTURE,A,12719,5.0,0.198,N,6,0
45,28259,MORTGAGE,11.4,PERSONAL,A,30927,12.32,1.094,N,4,0
55,34574,OWN,9.4,HOMEIMPROVEMENT,E,13333,9.94,0.386,N,6,1
50,31202,RENT,14.5,PERSONAL,C,8805,,0.282,N,21,0
35,23686,MORTGAGE,4.8,MEDICAL,A,11711,12.23,0.494,N,13,0
28,81457,RENT,12.6,EDUCATION,B,34429,12.07,0.423,N,8,0
33,32044,RENT,4.2,VENTURE,D,23492,6.47,0.733,N,19,0
41,54439,MORTGAGE,,DEBTCONSOLIDATION,C,30223,10.74,0.555,N,15,0
26,34713,OWN,4.3,DEBTCONSOLIDATION,A,23241,11.32,0.67,N,29,0
49,73211,OTHER,8.3,VENTURE,C,18392,9.54,0.251,N,21,0
47,27542,MORTGAGE,1.2,PERSONAL,D,23097,,0.839,N,15,0
57,22103,MORTGAGE,7.3,EDUCATION,E,23108,11.33,1.045,Y,29,1
54,65626,OTHER,2.5,MEDICAL,E,13085,12.41,0.199,N,14,0
50,65069,MORTGAGE,1.9,PERSONAL,F,13072,15.5,0.201,Y,16,0
63,53213,RENT,8.9,VENTURE,A,30723,6.89,0.577,N,25,1
57,91255,MORTGAGE,6.0,PERSONAL,C,2729,14.63,0.03,Y,7,0
59,84937,RENT,14.4,MEDICAL,E,29163,10.99,0.343,N,2,0
31,24020,RENT,3.2,DEBTCONSOLIDATION,A,26522,12.29,1.104,N,28,1
24,35214,OTHER,5.7,EDUCATION,A,12063,,0.343,N,28,1
61,25141,MORTGAGE,19.5,HOMEIMPROVEMENT,B,22984,10.12,0.914,Y,9,1
48,83141,RENT,4.9,VENTURE,D,28391,9.62,0.341,N,14,0
26,137434,RENT,9.7,MEDICAL,A,34672,12.98,0.252,N,14,0
59,73145,RENT,3.8,PERSONAL,C,32344,12.12,0.442,N,24,0
59,87464,MORTGAGE,2.8,PERSONAL,B,24867,15.87,0.284,Y,6,0
27,41843,RENT,13.3,VENTURE,A,2010,11.74,0.048,N,15,1
43,37404,OWN,,DEBTCONSOLIDATION,B,19230,10.53,0.514,Y,20,1
43,47043,RENT,3.9,DEBTCONSOLIDATION,B,4047,15.27,0.086,N,7,1
29,125547,RENT,4.7,HOMEIMPROVEMENT,A,13163,10.5,0.105,N,2,0
35,98887,RENT,6.0,PERSONAL,A,34493,16.01,0.349,N,4,0
45,28496,RENT,9.2,PERSONAL,B,6679,10.31,0.234,N,27,0
53,96777,MORTGAGE,1.9,PERSONAL,A,34049,13.69,0.352,N,22,1
56,29838,MORTGAGE,2.4,HOMEIMPROVEMENT,D,21634,6.2,0.725,N,14,1
38,17307,RENT,,HOMEIMPROVEMENT,D,24919,13.21,1.44,N,27,1
22,28260,RENT,9.6,VENTURE,B,2153,8.86,0.076,N,23,0
32,34017,MORTGAGE,3.9,EDUCATION,C,10381,9.68,0.305,N,23,0
40,44636,OWN,3.1,VENTURE,D,15871,13.08,0.356,N,5,0
33,23526,RENT,15.2,PERSONAL,C,5772,14.65,0.245,N,21,0
55,47532,RENT,11.3,DEBTCONSOLIDATION,E,29069,10.75,0.612,N,24,1
61,54131,RENT,17.9,VENTURE,E,4903,10.39,0.091,Y,9,0
28,98362,RENT,3.0,DEBTCONSOLIDATION,A,675,13.85,0.007,N,18,0
42,59279,RENT,3.8,HOMEIMPROVEMENT,D,9346,10.15,0.158,N,7,0
61,49238,OWN,9.4,PERSONAL,D,16942,8.47,0.344,Y,9,0
22,96463,RENT,4.9,HOMEIMPROVEMENT,C,8955,12.78,0.093,N,27,0
24,107377,RENT,3.7,HOMEIMPROVEMENT,B,10238,10.32,0.095,Y,29,0
55,94888,RENT,2.8,EDUCATION,B,34041,8.13,0.359,N,28,0
62,58049,RENT,8.7,HOMEIMPROVEMENT,A,16900,7.62,0.291,N,12,0
55,27122,MORTGAGE,2.2,PERSONAL,E,822,10.12,0.03,N,6,0
41,26114,MORTGAGE,2.9,PERSONAL,D,11366,11.16,0.435,N,16,1
43,27123,MORTGAGE,8.0,DEBTCONSOLIDATION,A,24235,12.84,0.894,N,2,1
21,103899,MORTGAGE,1.2,DEBTCONSOLIDATION,A,3911,,0.038,N,23,0
36,62567,RENT,5.9,MEDICAL,C,7955,6.58,0.127,Y,29,0
58,39314,RENT,2.5,PERSONAL,B,4508,14.67,0.115,N,15,0
28,44850,OWN,1.2,VENTURE,B,7062,14.83,0.157,N,6,0
29,60845,MORTGAGE,4.2,DEBTCONSOLIDATION,A,24904,11.38,0.409,N,2,0
23,71498,MORTGAGE,3.0,EDUCATION,C,22476,11.28,0.314,N,4,0
61,29004,MORTGAGE,12.2,HOMEIMPROVEMENT,A,18282,13.26,0.63,N,27,1
52,65870,RENT,6.6,DEBTCONSOLIDATION,A,17015,12.81,0.258,N,15,0
35,69708,MORTGAGE,2.1,MEDICAL,F,17726,13.89,0.254,Y,18,1
24,66069,OWN,11.1,VENTURE,A,17469,12.82,0.264,N,3,1
57,51567,MORTGAGE,3.0,EDUCATION,B,14117,7.6,0.274,N,26,0
58,104356,MORTGAGE,15.3,VENTURE,B,14792,11.62,0.142,N,22,0
63,36886,RENT,0.9,MEDICAL,B,30748,15.37,0.834,N,28,1
63,34271,OWN,1.0,PERSONAL,A,30879,16.67,0.901,N,7,0
30,29522,MORTGAGE,22.8,PERSONAL,F,23869,8.62,0.809,N,7,1
64,43298,MORTGAGE,5.3,MEDICAL,F,19613,8.17,0.453,N,29,1
21,59500,OTHER,0.8,EDUCATION,C,30719,9.12,0.516,N,15,0
38,61281,RENT,0.9,PERSONAL,A,6152,11.19,0.1,N,15,0
53,49871,MORTGAGE,1.5,HOMEIMPROVEMENT,C,7556,5.0,0.152,N,21,0
37,66394,RENT,4.7,PERSONAL,A,10799,12.64,0.163,N,9,1
21,109624,MORTGAGE,6.3,PERSONAL,A,27460,12.54,0.25,Y,9,1
46,28492,RENT,12.0,EDUCATION,B,862,7.74,0.03,N,20,0
27,52380,MORTGAGE,3.8,MEDICAL,B,2421,9.1,0.046,N,11,0
52,106109,RENT,2.1,VENTURE,A,26953,7.91,0.254,N,23,0
61,20649,RENT,7.8,MEDICAL,A,21134,14.23,1.023,N,3,1
22,25399,RENT,,PERSONAL,F,5092,11.69,0.2,N,13,1
21,69610,RENT,3.6,PERSONAL,F,22328,10.13,0.321,N,2,1
26,71829,MORTGAGE,4.6,PERSONAL,C,11821,7.47,0.165,N,13,0
38,30520,RENT,,HOMEIMPROVEMENT,C,28648,11.08,0.939,Y,12,0
